Custid,BillAmt_1,BillAmt_2,BillAmt_3
3806,2.04,1.55,0.23
3807,18.71,1.35,7.2
3808,23.4,2.73,11.08
3809,11.84,2.03,2.28
3810,12,3.65,2.08
3811,28.36,12.55,8.52
3812,13.63,6.52,3.11
3813,17.65,0.97,2.16
3814,14.83,2.36,3.43
3815,13.47,1.26,2.67
3816,19.98,2.31,2.47
3817,22.71,5.18,6.57
3818,10.72,0.66,1.23
3819,9.46,3.15,2.55
3820,5.97,0.52,1.19
3821,5.72,0.46,2.22
3822,14.46,2.61,5.16
3823,2.97,3.15,2.2
3824,12.64,2.7,1.65
3825,19,4.09,5.67
3826,29.07,15.86,18.58
3827,21.73,3.78,13.74
3828,6.89,1.98,1.87
3829,8.69,2.68,2.46
3830,15.88,1.95,3.84
3831,2.31,2.14,2.01
3832,7.07,1.07,2.37
3833,5.28,2.38,2.5
3834,12.98,1.7,4.75
3835,15.91,6.12,9.02
3836,7.13,0.79,2.42
3837,17.73,3.23,5.32
3838,13.16,2.62,2.66
3839,23.83,6.44,3.76
3840,16.21,2.44,5.25
3841,16.53,3.01,3.48
3842,9.72,2.33,0.74
3843,9.76,1.1,2.23
3844,16.53,10.76,28.11
3845,17.86,5.13,6.3
3846,19.86,2.51,4.53
3847,7.38,2.38,1.61
3848,14.05,1.3,3.07
3849,3.38,1.44,1.76
3850,5.36,2.71,1.2
3851,1.99,0.9,2.2
3852,19.62,1.24,4.24
3853,3.48,1.1,2.18
3854,10.88,1.5,5.67
3855,18.25,7.96,4.63
3856,17.83,3.11,8.89
3857,23.25,3.3,5.07
3858,17.36,1.21,3.34
3859,24.23,5.43,10.05
3860,8.64,2.85,2.27
3861,6.02,1.05,1.57
3862,3.6,2.4,1.2
3863,19.92,3.45,3.9
3864,8.38,2.21,2.96
3865,14.09,3.16,1.46
3866,6.42,2.38,1.45
3867,10.91,3.56,2.77
3868,4.57,2.89,1.73
3869,15.09,7.83,3.1
3870,6.66,1.42,1.79
3871,11.6,3.07,3.08
3872,10.86,3.1,1.85
3873,4.66,0.93,2.21
3874,43.07,17.72,15.73
3875,3.96,1.64,1.26
3876,6.1,0.98,0.34
3877,7.52,1.05,3.2
3878,9.83,2.62,2.26
3879,8.01,2.95,2.38
3880,5.42,2.65,1.68
3881,8.07,4.23,2.72
3882,32.99,6.3,9.54
3883,18.69,5.1,4.06
3884,7.97,2.99,1.07
3885,12.14,2.57,6.4
3886,21.72,2.94,5.6
3887,5.49,2.31,2.39
3888,5.63,2.76,5.38
3889,7.41,0.5,1.07
3890,7.18,2.47,3.41
3891,4.51,1.38,2.81
3892,10.96,0.87,2.53
3893,4.11,1.45,2.75
3894,18.63,8.05,8.33
3895,21.58,2.94,8.28
3896,13.92,1.46,5.58
3897,20.31,2.22,4.69
3898,10.25,2.54,1.9
3899,10.59,4.08,2.25
3900,11.42,2.26,2.72
3901,11.77,1.95,2.16
3902,5.93,0.99,1.18
3903,12.67,2.53,3.53
3904,34.27,6.01,15.72
3905,20.08,2.46,5.01
3906,11.34,3.8,7.33
3907,7.38,4.28,1.58
3908,11.39,1.87,5.14
3909,5.74,2.76,1.6
3910,8.83,3.09,3.21
3911,3.73,2.96,3.28
3912,12.26,3.03,10.34
3913,10.3,3.78,3.04
3914,16.27,4.09,2.63
3915,25.19,3.39,3.96
3916,10.31,1.82,4.3
3917,5.7,3.03,1.7
3918,6.73,0.33,2.35
3919,28.22,6,9.29
3920,32.43,5.81,12.25
3921,19.17,1.84,2.94
3922,5.13,2.28,3.91
3923,8.95,1.47,2.69
3924,3.21,3.05,2.9
3925,19.3,1.75,6.02
3926,4.03,0.49,1.6
3927,5.04,2.92,2.27
3928,1.14,1.35,0.26
3929,6.03,0.4,1.53
3930,25.11,9.79,9.65
3931,28.2,9,10.72
3932,8.63,2.81,2.5
3933,11.24,0.86,3.58
3934,14.66,3.18,2.97
3935,23.35,5.46,6.62
3936,6.03,2.46,1.61
3937,3.68,1.28,0.3
3938,6.86,3.35,8.15
3939,8.17,1.32,2.14
3940,5.54,3.16,1.53
3941,18.1,5.4,9.3
3942,13.79,2.52,2.74
3943,21.77,4.49,12.83
3944,31.78,5.01,3.62
3945,10.31,17.21,13.41
3946,16.52,4.79,5.3
3947,6.04,2.37,1.85
3948,12.17,1.87,1.73
3949,14,5.06,4.38
3950,17.56,2.06,3.4
3951,5.86,3.63,5.86
3952,14.84,1.84,3.41
3953,17.41,4.96,3.45
3954,9.44,1.9,2.71
3955,19.88,5.14,3.72
3956,13.88,1.13,3.38
3957,7.94,3.55,9.87
3958,17.65,2.63,2.54
3959,14.39,3.23,2.72
3960,6.62,2.63,2.45
3961,7.45,0.71,2.05
3962,13.11,0.7,4.07
3963,4.7,1.23,1.55
3964,6.62,3.52,2.25
3965,26.78,4.57,5.82
3966,25.59,3.67,4.34
3967,19.39,17.15,23.76
3968,6.21,3.24,2.82
3969,21.69,4.39,10.45
3970,7.31,1.2,1.52
3971,23.95,3.17,3.34
3972,8.05,2.64,1.6
3973,12.78,2.5,3.54
3974,8.26,1.87,0.55
3975,4.04,2.99,2.56
3976,10.08,1.3,6.63
3977,17.22,1.26,3.43
3978,13.04,0.76,3.53
3979,13.42,3.44,19.56
3980,17.56,4.99,6.11
3981,6.1,2.58,2.15
3982,13.25,3.89,2.9
3983,12.01,3.3,3.37
3984,7.72,0.17,1.97
3985,13.13,5.47,8.12
3986,9.11,1.82,1.4
3987,8.07,2.31,1.23
3988,25.66,7.81,7.49
3989,17.45,3.98,1.92
3990,3.95,2.43,0.5
3991,8.3,1.22,2.26
3992,26.77,3.05,22.21
3993,37.91,4.11,8.83
3994,20.42,7.01,4.4
3995,18.01,3.95,2.78
3996,8.62,2.81,2.66
3997,7.51,3.77,5.02
3998,14.82,3.72,10.54
3999,21.78,1.02,4.53
4000,23.11,4.64,3.98
4001,11.77,3.41,1.82
4002,21.42,4.19,6.48
4003,9.55,3.54,12.92
4004,19.68,3.16,3.37
4005,20.82,3.17,4.21
4006,22.07,3.21,5.17
4007,7.3,0.7,4
4008,8.21,0.68,1.14
4009,17.34,3.24,1.93
4010,8.24,3.62,6.67
4011,24.04,3.82,3.79
4012,10.43,3.96,3.9
4013,8.65,2.45,0.99
4014,10.86,1.85,1.55
4015,13.49,1.77,3.57
4016,19.34,2.23,7.35
4017,18.41,6.55,6.71
4018,7.02,0.6,1.87
4019,4.77,2.24,2.26
4020,4.27,0.7,2.39
4021,19.02,1.79,5.35
4022,7.31,3.52,1.25
4023,4.46,3.23,0.77
4024,3.63,4.23,2.23
4025,6.78,1.65,1.39
4026,8.91,3.02,3.23
4027,8.6,0.6,5.3
4028,13.85,1.34,3.35
4029,9.97,6.27,16.08
4030,27.25,3.81,3.11
4031,14.1,1.73,3.05
4032,17.77,3.28,3.2
4033,19.49,3.22,4.39
4034,9.66,0.47,3.33
4035,13.04,1.72,3.24
4036,17.41,4.63,6.94
4037,3.85,1.02,1.95
4038,17.48,4.08,4.79
4039,13.58,3.84,6.64
4040,17.9,1.85,2.92
4041,8.63,2.05,3.83
4042,5.92,1.38,2.39
4043,23.42,3.67,11.93
4044,29.93,2.25,4.21
4045,5.88,2.54,2.81
4046,12.89,3.16,3.58
4047,16.85,2.79,6.66
4048,18.97,3.87,18.76
4049,26.21,1.49,4.58
4050,31.11,5.25,18.74
4051,7.61,1.22,0.82
4052,11.09,3.2,2.46
4053,21.56,7.31,5.96
4054,12.92,2.04,5.27
4055,8.66,2.04,2.57
4056,6.81,0.75,2.05
4057,5.13,0.89,2.37
4058,8.07,10.32,11.08
4059,3.92,1.28,1.37
4060,14.36,5.57,3.46
4061,6.53,1.55,1.2
4062,7.68,2.02,2.09
4063,7.21,2.39,5.63
4064,1.33,0.41,0.54
4065,16.36,7.93,6.47
4066,19.75,6.92,6.67
4067,6.53,1.26,3.94
4068,5.12,1.55,1.02
4069,20.49,3.62,5.77
4070,9.04,4.46,6.78
4071,16.97,3.22,3.61
4072,2.42,0.71,1.98
4073,17.93,2.19,13.71
4074,15.23,3.07,2.3
4075,30,6.58,1.02
4076,14.13,1.42,2.12
4077,7.91,3.06,2.3
4078,8.07,2.94,7.16
4079,9.84,0.75,4.39
4080,14.57,0.55,3.69
4081,8.21,2.8,2.1
4082,6.02,2.67,1.01
4083,11.42,2.62,2.86
4084,38.71,8.02,11.09
4085,36.43,3.35,3.64
4086,9.51,1.9,2.62
4087,10.31,3.17,2.36
4088,17.85,4.5,8.05
4089,9.06,3.04,2.16
4090,7.87,2.35,2.89
4091,13.99,5.11,2.61
4092,9.61,2.65,2.6
4093,18.11,3.05,6.18
4094,15.46,1.79,2.85
4095,14.9,4.18,2.43
4096,8.52,0.59,2.86
4097,11.05,1.34,3.79
4098,19.26,5.36,3.42
4099,14.01,2.59,2.19
4100,25.97,6.3,6.32
4101,6.88,3.28,2.32
4102,14.62,8.27,5.46
4103,7.1,5.71,3.03
4104,7.71,1.64,1.99
4105,27.59,5.26,5.9
4106,10.08,4.93,9.4
4107,28.86,4.63,2.97
4108,8.76,2.44,1.55
4109,7.15,1.42,2.77
4110,7.66,2.82,2.13
4111,20.55,4.04,4.5
4112,15.81,3.32,3.4
4113,18.76,3.28,8.17
4114,7.41,3.53,4.59
4115,13.76,2.09,3.63
4116,6.67,2.63,3.95
4117,8.74,1.15,2.56
4118,8.07,2.78,1.67
4119,11.62,1.9,2.87
4120,20.18,7.63,5.14
4121,7.37,2.42,2.89
4122,5.43,1.39,2.09
4123,8.67,6.41,7.46
4124,11.31,2.19,3.65
4125,7.86,1.74,2.32
4126,5.28,2.46,4.59
4127,13.56,4.54,2.27
4128,7.81,1.96,2.95
4129,20.78,4,4.99
4130,22.87,5.11,3.97
4131,12.6,3.4,3.33
4132,18.32,5.95,9.74
4133,26.45,16.91,17.6
4134,11.83,2.47,1.8
4135,6.56,2.24,3.19
4136,13.98,5.76,7.15
4137,17.45,4.29,3.69
4138,33.46,5.6,10.18
4139,8.76,1.48,2.89
4140,14.79,3.13,3.61
4141,5.99,2.74,0.99
4142,8.61,2.6,1.21
4143,13.24,3.98,1.45
4144,3.66,1.05,2.32
4145,13.82,5.8,4.66
4146,8.25,2.8,2.61
4147,9.79,2.09,2.96
4148,8.94,1.59,2.76
4149,5.85,1.77,0.96
4150,23.51,4.05,3.14
4151,10.07,1.53,2.39
4152,18,3.14,1.54
4153,9.81,2.6,3.55
4154,12.72,1.5,3.19
4155,36.26,2.08,10.65
4156,3.39,3.19,2.66
4157,11.53,1.41,1.36
4158,14.9,1.71,4.86
4159,13.19,0.74,4.27
4160,16.94,3.17,5.93
4161,11.92,0.92,2.88
4162,1.66,2.92,1.72
4163,6.22,2.09,2.96
4164,11.04,4.21,2.57
4165,11.95,8.02,3.5
4166,6.56,4.06,4.43
4167,16.81,5.55,13.66
4168,3.82,2.58,1.04
4169,6.84,0.84,2.62
4170,17.05,3.18,5.62
4171,11.17,1.02,1.55
4172,16.95,0.73,2.9
4173,4.87,2.9,1.91
4174,15.07,1.55,3.73
4175,6.52,2.52,1.16
4176,10.58,2.3,6.27
4177,16.19,1.89,5.64
4178,7,1.45,1.32
4179,10.89,1.45,5.14
4180,4.14,1.76,2.17
4181,29.02,1.68,7.41
4182,12.87,1.81,2.97
4183,14.49,1.75,5.06
4184,6.48,2.73,1.87
4185,15.15,3.45,4.77
4186,17.24,2.42,5.49
4187,9.72,2,1.33
4188,12.91,4.71,1.55
4189,15.22,2.64,7.32
4190,11.9,0.4,2.19
4191,11.77,2.03,3.04
4192,9.84,11.98,10.47
4193,33.43,3.04,6.66
4194,6.59,0.26,0.95
4195,13.16,3.14,6.01
4196,6.44,1.29,1.98
4197,13.41,0.92,2.5
4198,8.77,0.86,3.06
4199,12.01,4.86,5.17
4200,19.56,5.87,3.82
4201,13.61,12.47,6.43
4202,21.88,1.63,5.21
4203,6.06,1.79,2.44
4204,7.77,3.55,2.14
4205,17.52,3.83,4.32
4206,10.93,2.9,3.52
4207,32.22,4.88,16.7
4208,4.4,1.45,2.66
4209,29.24,4.34,3.47
4210,20.32,4.18,3.54
4211,3.15,1.9,2.07
4212,6.01,0.56,2.26
4213,14.03,4.52,2.87
4214,17.61,1.89,4.05
4215,11.69,6.03,6.43
4216,12.62,1.57,4.56
4217,21.22,3.44,3.86
4218,12.09,1.32,5.55
4219,9.73,0.57,4.73
4220,3.08,0.58,2.24
4221,4.15,3.4,1.13
4222,6.26,0.98,3.12
4223,13.05,0.93,3.44
4224,13.88,1.15,2.28
4225,22.72,2.98,4.56
4226,22.39,3.24,3.84
4227,8.38,2.86,5
4228,17.3,0.97,11.18
4229,21.19,5.98,9.01
4230,18,0.98,5.33
4231,6.09,2.06,0.58
4232,12.58,2.34,2.48
4233,8.52,3.34,1.22
4234,18.93,3.73,3.67
4235,7.77,0.55,1.66
4236,26.7,8.28,6.92
4237,16.97,2.33,2.55
4238,19.08,4.29,5.63
4239,21.37,2.59,3.2
4240,8.79,3.11,2.17
4241,8.94,1.35,2.07
4242,11.16,2.8,3.04
4243,8.8,2.02,2.05
4244,16.31,2.26,4.54
4245,10.74,2.27,2.05
4246,11.41,1.02,1.43
4247,5,1.37,2.45
4248,14.51,2.43,4.17
4249,12.06,3.13,2.11
4250,10.7,3.06,3.64
4251,16.3,2.23,3.73
4252,17.45,3.45,3.18
4253,14.82,3.93,4
4254,5.66,0.63,1.25
4255,13.22,1.32,3.89
4256,16.63,2.31,2.91
4257,7.02,1.38,3.03
4258,2.6,3.92,1.42
4259,6.31,2.79,2.75
4260,13.19,4.99,8.78
4261,4.09,0.49,0.76
4262,11.31,4.14,2.04
4263,17.18,1.75,2.29
4264,11.78,4.42,2.17
4265,8.59,1.35,2.8
4266,27.44,8.5,10.14
4267,8.09,1,1.93
4268,10.51,4.35,1.9
4269,8.6,2.48,1.1
4270,23.55,2.64,4.92
4271,26.81,4.21,4.95
4272,27.82,3.24,5.69
4273,14.35,7.44,8.9
4274,15.52,4.23,3.12
4275,5.69,2.52,2.24
4276,28.38,6.58,9.85
4277,0.94,0.75,0.48
4278,9.97,1.67,2.25
4279,4.02,0.67,0.92
4280,7.68,1.95,1.11
4281,13.92,2.63,2
4282,21.01,4.45,5.01
4283,23.69,5.02,5.23
4284,15.83,2.77,3.35
4285,8.06,2.36,1
4286,18.92,3.98,7.64
4287,15.88,5.42,1.37
4288,25.57,2.29,7.58
4289,3.2,2.55,1.21
4290,31.56,3.56,3.63
4291,8.61,1.14,2.42
4292,13.51,0.67,3.09
4293,11.75,3.73,4.65
4294,6.09,0.88,2.03
4295,29.97,4.71,2.51
4296,8.88,3.26,2.83
4297,4.4,1.93,1.84
4298,10.16,2.09,3.47
4299,9.57,1.68,2.06
4300,9.97,2.35,2.49
4301,7.42,3.38,2.5
4302,11.16,2.11,2.84
4303,10.61,2.62,2.12
4304,6.24,2.88,2.98
4305,23.67,11.06,9.78
4306,8.05,1.82,0.78
4307,13.31,4.27,3.84
4308,17.98,3.32,2.25
4309,12.82,2.13,4.22
4310,15.06,2.33,3.9
4311,9.24,2.7,2.95
4312,11.3,1.3,5.31
4313,11.87,1.61,2.8
4314,24.03,5.04,8.61
4315,10.4,3.53,3.98
4316,9.7,1.64,2.24
4317,6.55,2.9,2.45
4318,4.55,3.45,3.34
4319,17.05,3.98,2.56
4320,11.3,2.55,1.4
4321,13.18,2.11,4.11
4322,10.09,2.15,1.6
4323,37.17,2.73,7.74
4324,16.49,4.07,3.31
4325,5.74,1.88,2.09
4326,6.89,1.58,2.2
4327,16.32,3.78,8.48
4328,1.92,0.44,1.57
4329,13.37,0.87,2.6
4330,9.18,4.05,3.04
4331,5.53,2.72,1.73
4332,13.89,3.69,1.4
4333,20.38,0.75,7.18
4334,17.8,4.55,7.07
4335,8.78,2.39,2.56
4336,5.7,2.96,2.25
4337,13.95,1.25,4.12
4338,6.49,1.7,1.88
4339,11.65,1.88,1.33
4340,9.98,1.66,2.88
4341,19.43,1.96,2.69
4342,21.88,3.94,6.73
4343,5.79,3.67,6.44
4344,12.72,2.81,3.97
4345,9.91,3.35,3.69
4346,4.86,2.38,1.86
4347,15.44,2.15,4.1
4348,12.72,3.31,1.96
4349,13.23,2.79,3.75
4350,10.26,4.1,3.24
4351,19.92,2.48,9.41
4352,8.15,4.3,4.29
4353,18.61,3.22,3.91
4354,10.8,2.82,1.82
4355,14.04,2.83,4.57
4356,23.61,4.84,4.79
4357,13.3,3.62,3.12
4358,19.15,3.17,2.82
4359,17.16,3.54,2.96
4360,5.51,1.92,1.24
4361,10.24,1.49,1.22
4362,13.62,2,4.48
4363,7.98,3.25,2.9
4364,5.82,2.54,1.72
4365,15.01,3.54,3.42
4366,23.77,8.41,13.97
4367,18.35,3.06,3.08
4368,6.53,2.48,2.88
4369,2.4,0.42,1.08
4370,5.99,3.26,3.19
4371,13.43,1.99,2.29
4372,12.29,3.16,4.52
4373,5.68,2.65,2.48
4374,13.18,6.07,3.8
4375,9.55,3.36,1.18
4376,12.71,3.02,2.19
4377,18.32,3.01,4.47
4378,9.78,1.37,2.27
4379,12.08,3.52,2.51
4380,26.09,4.96,6.41
4381,8.02,3.22,2.1
4382,6.96,0.92,3.04
4383,6.2,2.63,2.76
4384,10.65,1.63,2.75
4385,26.47,1.75,6.87
4386,8.38,3.87,1.27
4387,16.62,3.13,3.78
4388,18.85,6.23,6.6
4389,10.87,1.65,2.54
4390,18.67,4.49,8.43
4391,14.64,2.16,3.73
4392,13.29,1.9,1.32
4393,11.2,1.05,3.34
4394,4.59,1.24,1.33
4395,11.72,1.92,3.62
4396,7.95,3.23,1.52
4397,10.13,1.84,1.96
4398,6.45,2.97,1.19
4399,8.47,2.98,4.63
4400,25.19,3.8,4.34
4401,5.31,0.36,1.93
4402,6.11,1.73,6.43
4403,14.66,1.65,4.22
4404,14.45,2.62,4.22
4405,6.74,1.87,3.26
4406,6.09,4.16,4.69
4407,10.03,1.58,1.22
4408,2.02,1.83,0.62
4409,12.06,3.73,4.77
4410,6.49,1.76,2.2
4411,12.17,3.65,14.08
4412,9.47,4.95,2.62
4413,8.87,0.76,2.49
4414,7.16,1.12,3.22
4415,10.75,3.97,5.67
4416,10.27,4.06,2.46
4417,14.49,2.67,3.21
4418,13.36,3.39,16.41
4419,5.04,1.77,1.29
4420,12.32,1.85,5.6
4421,2.79,0.19,1.85
4422,14.16,2.52,2.19
4423,12.07,4.94,10.88
4424,21.3,5.95,12.7
4425,21.71,5.97,8.88
4426,9.89,1.01,1.72
4427,22.69,6.14,5.9
4428,6.7,3.31,2.33
4429,9.5,2.19,2.46
4430,16.87,3.29,2.64
4431,19.02,3.58,8.58
4432,8.87,2.4,2.66
4433,3.67,1.1,0.22
4434,3.88,2.73,2.04
4435,1.01,2.78,0.28
4436,11.45,2.55,2.45
4437,13.94,2.53,4.13
4438,12.59,2.45,2.04
4439,5.98,0.65,3.35
4440,23.42,4.22,6.78
4441,22.33,3.11,3.91
4442,13.5,4.01,1.74
4443,8.96,2.07,1.82
4444,16.82,10.61,8
4445,17.58,3.73,3.38
4446,28.58,2.28,6.82
4447,5.93,1.56,1.24
4448,18.24,3.96,3.81
4449,23.01,3.13,7.05
4450,15.51,6.08,8.88
4451,14.66,4.05,13.69
4452,25.12,2.98,9.71
4453,2.98,1.8,1.43
4454,9.45,0.53,2.23
4455,11.99,1.3,2.5
4456,9.39,4.89,6.2
4457,7.82,0.72,2.62
4458,14.65,3.34,5.97
4459,9.3,4.82,2.41
4460,10.41,2.85,3.67
4461,24.59,4.85,5.52
4462,7.46,3.14,2.18
4463,15.03,0.62,2.63
4464,23.06,3.47,3.97
4465,5.33,2.85,2.43
4466,8.87,2.4,2.01
4467,11.93,1.92,2.63
4468,17.86,4.37,6.07
4469,16.35,2.11,2.32
4470,8.47,2.37,2.27
4471,12.28,6.77,6.93
4472,3.86,0.63,0.33
4473,13.36,3.48,2.62
4474,25.95,1.09,9.18
4475,8.45,1.99,3.66
4476,11.32,3.21,2.1
4477,17.06,4.08,2.55
4478,6.42,2.17,1.34
4479,4.74,1.67,1.41
4480,10.67,4.34,3.14
4481,7.14,2.39,2.84
4482,26.15,5.07,6.36
4483,14.83,2.84,5.22
4484,10.59,1.89,3.34
4485,17.83,1.63,3.83
4486,7.95,1.61,3.02
4487,8.8,3.03,2
4488,26.26,1.23,4.05
4489,7.37,0.67,2.47
4490,8,3.08,2.35
4491,5.03,0.92,2.56
4492,7.62,2.07,1.86
4493,5.1,2.61,4.74
4494,5.62,0.99,1.9
4495,12.76,4.4,3.3
4496,9.28,3.44,3.12
4497,10.12,1.68,3.06
4498,19,3.71,2.35
4499,5.95,3.06,1.66
4500,2.66,1.71,0.85
4501,28.48,22.21,13.12
4502,13.84,1.73,5.38
4503,8.5,4.17,4.64
4504,9.21,0.82,2.02
4505,9.59,4.01,3.98
4506,1.55,2.31,1.24
4507,16.95,0.67,7.63
4508,23.84,1.77,11.46
4509,9.17,4.17,1.65
4510,13.61,4.05,2.4
4511,28.49,11.98,6.87
4512,15.22,7.15,3.15
4513,16.19,1.25,1.78
4514,15.71,2.43,2.59
4515,12.62,1.28,2.28
4516,19.65,0.75,3.54
4517,22.29,6.15,7.28
4518,8.14,2.99,1.76
4519,10.63,0.75,3.19
4520,5.7,0.75,1.57
4521,8.59,1.37,2.27
4522,12.92,2.48,5.52
4523,6.12,2.73,1.78
4524,8.14,1.11,2.91
4525,17.23,2.17,5.08
4526,26.74,16.75,18.03
4527,21.62,4.37,13.34
4528,6.64,1.79,1.14
4529,11.25,1.74,4.21
4530,16.86,2.2,2.41
4531,3.09,1.2,0.34
4532,2.87,1.96,1.92
4533,5.36,1.36,1.22
4534,15.3,1.4,5.24
4535,16.26,5.78,8.79
4536,4.93,0.52,3.54
4537,17.58,4.51,4.23
4538,9.6,1.72,4.31
4539,24.13,7.94,5.55
4540,18.8,2.99,4.52
4541,16.69,4.75,1.98
4542,10.34,1.68,0.94
4543,7.69,0.72,1.48
4544,16.79,10.51,28.53
4545,14.37,7.43,5.71
4546,17.61,1.96,3.41
4547,4.5,0.51,1.13
4548,15.99,2.51,3.42
4549,6.95,1.18,0.25
4550,6.54,3.04,2.58
4551,4.58,2.02,0.61
4552,22.08,2.61,3.11
4553,4.44,1.28,0.68
4554,12.12,1.61,4.39
4555,18.28,8,6.15
4556,15.76,1.44,7.87
4557,25.86,2.47,4.48
4558,20.59,0.8,3.54
4559,23.43,3.11,10.23
4560,10,3.73,1.23
4561,6.68,0.45,0.71
4562,1.38,2.06,1.3
4563,18.45,2.41,3.96
4564,10.29,2.81,2.29
4565,15.08,3.25,2.58
4566,3.54,2.48,2.23
4567,11.2,2.6,0.91
4568,5.01,1.17,0.9
4569,11.98,6.29,3.02
4570,5.76,0.99,3.37
4571,11.35,1.99,4.5
4572,11.92,2.11,2.44
4573,7.99,2.78,0.82
4574,45.33,16.77,16.34
4575,6.2,1.34,1.46
4576,5.26,1.4,1.97
4577,9.41,1.67,2.61
4578,6.27,3.35,1.21
4579,9.79,3.22,2.81
4580,6.66,1.43,0.7
4581,7.96,2.5,1.71
4582,33.8,7.3,10.38
4583,17.74,5.6,4.98
4584,4.52,0.64,1.69
4585,11.53,3.31,6.4
4586,23.34,1.78,4.59
4587,8.51,0.46,0.95
4588,6.76,0.68,3.56
4589,6.48,0.77,0.97
4590,10.25,2.23,3.08
4591,5.57,3.61,3.05
4592,7.97,1.82,1.06
4593,6.73,3.24,1.52
4594,22.01,9.92,6.81
4595,22.91,3.14,9.25
4596,17.66,0.63,4.71
4597,21.21,2.73,4.25
4598,14.49,3.64,1.59
4599,12.73,2.38,2.64
4600,12.95,1.85,2.12
4601,8.76,1.31,1.79
4602,5.48,2.35,1.83
4603,11.15,2.53,3.21
4604,32.83,6.62,16.74
4605,19.94,2.18,3.48
4606,13.1,3.59,7.24
4607,8.52,2.92,1.18
4608,9.19,2.17,4.12
4609,7.74,1.24,2.96
4610,6.35,1.8,1.99
4611,5.14,4.18,2.17
4612,15.77,4.14,11.12
4613,6.29,2.05,1.34
4614,15.74,1.62,1.54
4615,21.4,4.47,5.67
4616,9.9,1.32,4.03
4617,7.61,0.57,2.1
4618,7.35,1.93,1.63
4619,26.59,6.71,9.37
4620,32.4,3.55,13.14
4621,15.41,3.06,2.96
4622,6.12,0.95,4.45
4623,7.15,1.57,1.45
4624,2.89,0.66,1.69
4625,21.04,3.08,5.35
4626,6.51,1.95,1.14
4627,4.13,1.65,1.74
4628,2.49,0.84,1.75
4629,9.36,0.22,1.16
4630,23,8.54,9.87
4631,29.21,8.07,9.77
4632,6.05,2.73,0.95
4633,10.21,3.64,3.69
4634,16.71,1.96,1.92
4635,19.57,7.04,6.14
4636,5.8,3.34,3.1
4637,1.89,2.14,0.4
4638,8.99,3.65,7.95
4639,7.13,2.14,1.39
4640,4.47,2.19,1.62
4641,16.26,5.5,11.06
4642,10.78,2.11,3.77
4643,21.59,3.94,11.82
4644,31.07,3.99,4.04
4645,8.17,16.53,13.87
4646,18.17,5.05,5.46
4647,5.13,1.73,1.36
4648,13.61,4.22,1.85
4649,15.27,3.36,3.97
4650,19.31,4.2,3
4651,3.58,3.65,6.55
4652,12.53,2.31,1.89
4653,16.93,4.88,2.52
4654,10.6,1.22,2.75
4655,18.19,4.25,3.54
4656,16.38,1.21,2.36
4657,10.77,3.42,10.7
4658,19.55,1.86,3.42
4659,17.13,3.08,2.92
4660,5.15,1.81,2.17
4661,6.06,0.95,1.79
4662,16.48,2.49,3.11
4663,6.11,2.96,1.78
4664,6.02,2.93,2.9
4665,25.63,4.96,5.78
4666,28.5,3.21,3.1
4667,20.38,16.69,23.74
4668,6.68,1.36,1.4
4669,23.36,2.97,11.82
4670,6.68,1.84,1.14
4671,20.61,1.87,3.8
4672,7.25,3.04,2.91
4673,9.99,2.49,3.01
4674,6.64,1.53,1.35
4675,5.51,2.63,1.52
4676,12.53,2.37,6.63
4677,16.64,1.36,3.23
4678,13.55,1.18,3.17
4679,14.66,1.24,18.31
4680,19.41,7.17,5.75
4681,5.83,3.12,2.46
4682,12.43,1.61,3.22
4683,8.3,1.28,2.51
4684,7.6,2.88,1.72
4685,14.5,4.76,8.14
4686,7.24,0.69,2.67
4687,9.4,1.55,2.11
4688,24.54,8.27,6.86
4689,15.85,2.85,2.46
4690,1.88,0.59,0.59
4691,4.54,3.04,1.68
4692,29.89,4.95,22.11
4693,34.67,5.26,8.65
4694,16.65,6.7,5.43
4695,22.57,3.27,2.88
4696,9.46,3.36,2.81
4697,7.31,5.18,5.09
4698,13.57,1.56,11.5
4699,23.14,2.26,4.24
4700,21.22,6.52,3.62
4701,11.19,2.11,0.97
4702,19.48,3.67,7.01
4703,10.95,5.06,13.34
4704,17.98,1.02,4.46
4705,18.89,1.08,3.24
4706,20.9,3.29,5.91
4707,6.97,2.61,5.17
4708,6.85,1.09,2.4
4709,19.67,3.19,1.98
4710,12.49,2.28,5.74
4711,23.28,4.73,4.39
4712,12.81,4.27,5.08
4713,5.85,0.6,2.46
4714,10.65,3.37,1.21
4715,10.67,3.54,3.61
4716,18.17,1.01,8.96
4717,17.91,5.52,7.24
4718,7.59,0.07,1.34
4719,7.78,1.85,2.27
4720,3.3,1.71,2.46
4721,17.89,4.09,4.47
4722,8.89,2.36,2.86
4723,5.19,1.79,1.58
4724,8.18,2.33,2.42
4725,9.9,2.61,2.29
4726,4.85,2.43,1.81
4727,6.57,2.19,5.61
4728,14.69,2.37,2.59
4729,8.32,5.63,16.54
4730,27.22,4.32,3.79
4731,14.47,3.71,1.98
4732,16.36,3.87,1.85
4733,20.71,0.71,4.6
4734,13.19,0.77,3.62
4735,13.15,1.76,2.03
4736,15,3.91,5.5
4737,5.68,1.42,2.05
4738,15.35,4.01,5.66
4739,11.12,2.74,4.96
4740,17.05,1.43,2.44
